ID_REF,GSM759848,GSM759849,GSM759850,GSM759851,GSM759852
1765219_at,4.593841,3.777492,20.15253,3.376007,3.860625
1765220_s_at,305.203,428.0109,388.2745,453.8741,528.5753
1765221_s_at,2.653366,1.473812,9.979592,5.791967,2.223091
1765223_s_at,321.6007,402.2362,168.4123,313.9967,144.9312
1765224_s_at,369.8745,764.0792,447.0094,354.8501,504.6193
1765225_s_at,1010.101,950.9147,830.1645,1006.796,1345.54
1765226_s_at,1094.319,1214.13,1478.625,1411.057,1214.969
1765227_s_at,2015.539,1938.453,3976.491,1794.546,5571.505
1765228_s_at,1140.985,1386.32,818.6674,1257.919,981.0247
1765229_s_at,504.9254,486.4691,232.2786,446.0885,198.4367
1765230_s_at,1229.162,1400.534,1058.665,1052.99,2434.443
1765231_at,0.9891844,1.449582,8.167476,9.32943,11.91315
1765232_s_at,608.7293,535.7787,350.9301,542.8914,257.4412
1765233_s_at,1384.297,1429.517,1424.998,695.3054,1453.91
1765234_s_at,1697.491,1837.866,2026.626,1516.308,3596.821
1765235_s_at,561.1696,622.1334,298.1436,459.6541,233.675
1765236_at,1.764545,6.302735,3.046635,1.343238,15.99206
1765237_at,620.7049,571.5773,252.1424,547.772,223.135
1765238_at,1280.276,1214.234,866.1503,1367.339,734.0149
1765239_s_at,550.9517,605.6013,306.6569,699.4603,153.4946
1765240_s_at,1.623375,1.037137,7.084744,0.6553455,17.1385
1765241_s_at,0.7201571,4.48447,16.48364,1.477038,2.226806
1765242_at,1.826544,0.5429167,0.7128317,1.564687,0.9843231
1765243_at,0.9922367,0.6441149,1.791762,3.781432,1.577485
1765244_at,3.059002,10.30367,3.865161,2.461226,1.900551
1765245_s_at,371.6454,341.1938,246.2527,327.4846,136.8355
1765246_at,7.691886,1.030912,11.0215,3.371127,21.47619
1765247_s_at,30.06576,16.93125,38.10639,15.33586,28.65483
1765248_s_at,754.0892,598.9024,459.0992,732.716,499.4852
1765249_s_at,1099.75,862.4599,1042.075,932.6376,1045.939
1765250_s_at,5.076546,6.002782,14.26667,4.698145,11.53692
1765251_at,1.012657,4.591265,18.86069,2.811358,3.015135
1765252_at,1.598104,1.318958,3.270693,0.5139156,3.121232
1765253_s_at,1432.053,1244.504,1153.686,1541.984,613.7162
1765254_s_at,7.649726,9.986135,17.88679,14.0449,18.57787
1765255_at,0.264104,8.697918,13.66986,10.04792,0.7298307
1765256_s_at,17.86337,3.143314,4.468898,1.93978,9.611561
1765258_s_at,834.7259,652.2219,634.3896,820.4233,536.0239
1765259_s_at,474.7349,557.2901,405.6107,609.5975,251.3291
1765260_s_at,378.5175,472.7277,274.9321,437.0997,269.3103
1765261_s_at,1223.083,1026.897,1520.941,1032.697,1524.572
1765262_s_at,1066.753,971.5501,913.3923,962.0276,1654.45
1765263_s_at,2317.419,2387.51,4693.742,2499.663,3703.644
1765264_at,29.87712,41.19476,17.19452,15.46121,40.60623
1765265_s_at,505.8528,472.7955,289.0671,471.8568,143.1251
1765266_s_at,1005.911,948.3491,913.21,1013.272,872.0342
1765267_s_at,449.521,431.6101,390.0302,622.0135,315.4327
1765268_s_at,6.989771,6.599502,22.05888,0.7671068,19.06249
1765269_s_at,498.9465,508.2683,304.8519,451.4289,282.273
1765270_s_at,583.9714,658.4596,362.7108,561.8515,322.9036
1765271_s_at,1290.842,1360.119,2135.532,1193.978,1942.849
1765272_s_at,1625.789,1713.653,2587.899,1750.17,3568.334
1765273_s_at,621.6296,637.3641,473.6671,581.0884,1000.691
1765274_s_at,435.9561,279.8445,118.8439,28.66752,121.386
1765275_at,1.127659,2.013415,5.797483,1.71981,1.184794
1765276_s_at,5.798182,0.5625701,14.82309,11.32446,7.275036
1765277_s_at,1383.892,1262.872,864.5583,1105.241,1228.803
1765278_s_at,1.736656,2.278008,3.922117,2.047451,4.838103
1765279_s_at,1715.161,1867.1,3303.181,2184.105,1650.986
1765280_s_at,525.9183,569.6449,333.8706,594.5714,269.8878
1765281_s_at,9.026434,2.206972,1.567302,6.531196,2.603696
1765283_at,655.8491,625.9851,355.3037,550.4362,555.6837
1765284_s_at,4421.167,4863.775,17157.55,8008.6,12776.25
1765285_s_at,791.8834,662.4579,406.1541,741.9056,275.9245
1765286_s_at,0.07283302,0.3099189,4.673598,3.268878,2.112865
1765287_at,39.55692,47.7313,34.78485,44.01458,59.91241
1765288_s_at,0.6010725,0.2293278,1.385392,1.5272,1.635044
1765289_at,755.7334,870.2133,472.4045,806.3174,343.1088
1765290_s_at,483.27,433.0092,337.8353,597.3965,184.0165
1765291_s_at,4.854016,10.55625,1.895849,9.245464,20.82333
1765292_s_at,1.012809,0.7485569,8.169817,1.210893,2.22172
1765293_at,0.7704699,1.173493,7.024074,1.663988,1.997268
1765294_s_at,645.9506,388.7334,212.2522,538.2991,141.6242
1765295_at,34.47567,38.29636,14.98092,26.97231,6.548522
1765296_s_at,11.28852,13.59641,20.94724,9.12906,23.78647
1765297_s_at,561.6777,568.2902,394.7215,543.403,535.183
1765299_s_at,365.028,556.0996,591.2024,643.9646,402.1334
1765300_s_at,627.9283,691.3252,397.1808,688.7979,249.6375
1765301_s_at,6.910557,1.261603,18.54991,12.84642,12.98506
1765302_at,8.921298,8.143483,10.87776,8.757582,1.672386
1765303_at,3.129877,2.110291,7.789672,8.269367,1.055741
1765304_at,22.81907,7.8183,1.45278,17.535,2.045744
1765305_s_at,19.48026,15.02726,3.563124,13.82218,34.65949
1765306_at,745.017,736.8525,486.7002,664.6025,430.6984
1765307_s_at,672.7426,586.9966,343.3471,503.1512,267.4087
1765308_s_at,1993.19,2068.427,2802.463,1888.004,2497.424
1765309_s_at,1491.85,1591.21,2064.837,1599.847,3253.971
1765310_s_at,5.426556,9.177741,19.9594,23.96921,25.45452
1765311_at,15.41215,18.35975,9.301795,9.952214,1.293465
1765312_at,30.86854,37.35785,15.8441,19.45961,39.8773
1765313_s_at,845.5184,830.2532,573.0036,697.5903,1388.813
1765314_at,478.2772,536.7294,243.4033,533.2018,239.045
1765316_s_at,4.703754,1.091024,1.401988,0.925885,0.8085228
1765317_s_at,23.23996,24.96411,35.12031,20.1744,16.92584
1765318_at,1.006055,0.8841441,0.5879837,1.115169,1.488518
1765319_s_at,6.559903,5.951323,1.123927,3.218375,1.858784
1765320_at,1216.077,1165.722,720.6398,1244.077,549.9101
1765321_s_at,1264.188,1072.514,842.0178,1238.546,539.758
1765323_s_at,20.34638,19.42413,11.51499,16.0181,48.38965
1765324_s_at,417.3009,442.5932,263.3002,424.7971,117.8588
1765325_s_at,1417.108,1216.598,1182.662,1247.43,1149.927
1765327_s_at,1678.408,1563.558,1862.34,1457.458,1982.143
1765328_s_at,298.1993,372.1692,264.5934,464.989,105.2491
1765329_s_at,1312.091,1247.67,518.2659,1053.227,392.4047
1765330_s_at,50.4252,67.53815,22.47079,43.05383,36.52781
1765331_s_at,4.162249,1.319085,8.670669,5.969699,0.4831738
1765332_s_at,1740.827,1652.653,2252.074,1581.842,3545.079
1765333_s_at,945.6127,993.2805,636.2685,794.4829,296.1628
1765334_s_at,461.539,424.1934,549.8557,460.8781,376.9141
1765335_s_at,14.48972,12.12115,10.15598,7.218458,9.062778
1765336_s_at,3.291851,1.482708,0.7726157,3.134182,0.04682972
1765337_s_at,886.0451,743.5166,475.1448,826.0579,406.8752
1765338_s_at,374.0158,502.3716,259.0937,389.1418,212.0052
1765339_s_at,576.9722,647.9877,410.731,538.4361,383.425
1765340_s_at,1454.13,1381.598,1458.486,1179.035,1634.034
1765341_s_at,1335.552,1280.252,1547.474,1208.325,1056.754
1765342_at,6.807768,8.862323,13.68123,9.19183,12.56666
1765343_s_at,495.1015,496.5999,360.0535,540.5391,147.3206
1765345_s_at,717.5332,586.7114,436.4281,733.4337,553.5379
1765346_s_at,543.6452,533.8004,358.1384,646.4161,335.9179
1765347_s_at,1410.86,1296.333,959.2429,1109.331,1034.508
1765348_s_at,5.816363,19.98053,0.3443742,0.6011552,5.093522
1765349_s_at,698.8286,753.6214,2553.247,1175.758,859.8578
1765350_s_at,521.4144,608.4793,341.0424,479.1031,137.7378
1765351_s_at,10.64509,4.972746,1.444284,6.597939,4.496545
1765352_s_at,547.9454,402.8027,157.4441,515.7162,173.0544
1765353_at,26.16926,20.02799,12.53551,18.81843,6.283478
1765354_s_at,2821.83,3012.765,4804.868,3285.889,5167.964
1765355_at,413.2455,399.2616,337.2865,373.4868,238.9543
1765356_s_at,26.12269,29.69582,10.31051,27.15698,18.3442
1765357_at,462.8559,684.649,339.4601,535.2684,244.2121
1765358_s_at,476.1208,581.4866,310.1224,520.6047,303.0446
1765359_s_at,3.133218,2.884228,15.27244,0.4518119,12.56585
1765360_at,1762.367,1990.928,1280.042,1753.187,2597.225
1765361_s_at,594.5419,748.3489,404.1131,585.8315,362.1643
1765362_s_at,1.274757,0.8706923,2.93409,0.3859538,7.041747
1765363_s_at,1596.068,1611.552,1413.451,1496.07,1140.122
1765364_at,0.4245405,0.3153805,8.754339,0.5293349,5.433336
1765365_s_at,0.4239617,7.560085,1.061084,2.923312,18.77234
1765366_s_at,438.753,498.6021,202.835,354.5554,209.9554
1765367_at,214.6553,248.6585,128.4095,217.1665,107.8345
1765368_s_at,749.749,692.6714,367.0776,700.9132,255.934
1765369_s_at,1463.621,1642.637,1881.092,1412.614,3016.333
1765370_s_at,547.2142,684.9419,417.8923,715.1617,372.8981
1765371_s_at,1082.208,1263.273,1591.245,1059.46,1562.387
1765372_s_at,933.9739,783.9082,646.2165,746.6568,970.3569
1765373_s_at,801.4404,595.5507,377.9136,669.8683,295.2654
1765374_at,55.09881,35.02641,29.30346,76.13853,26.17168
1765375_at,2.879894,4.415852,2.671249,1.767184,6.092743
1765376_s_at,824.1424,867.9395,453.115,792.2955,391.183
1765377_s_at,0.9546795,0.8638763,1.191741,1.906592,5.084698
1765378_s_at,4122.235,4265.793,9476.906,5038.142,11667.16
1765379_s_at,426.6176,490.7594,233.0435,463.1206,250.9782
1765380_s_at,1437.109,1542.26,1422.711,1216.818,2644.968
1765381_s_at,0.8922871,0.3079794,2.672123,0.9022993,1.959203
1765382_at,3.774112,7.480181,5.324346,3.202948,3.922172
1765383_s_at,756.2202,568.5329,618.8096,801.7488,328.9207
1765384_s_at,0.7507639,0.5534659,1.251409,5.804851,4.343675
1765385_at,517.6056,621.4868,246.6095,454.7141,200.5516
1765386_s_at,441.8442,458.271,252.7404,427.6648,117.1661
1765387_s_at,1.038664,0.5867186,0.8525632,0.749629,0.9340649
1765388_s_at,868.3525,856.2504,844.9177,897.0836,1508.27
1765389_s_at,901.3247,703.0373,540.6712,783.3521,429.0624
1765390_s_at,831.641,852.5172,568.4571,736.1304,628.0273
1765391_s_at,492.2239,396.6161,382.6589,517.4745,260.1753
1765392_s_at,168.7303,192.8882,80.95004,145.2534,75.88878
1765393_s_at,3.715256,2.711837,21.18522,0.6602354,7.981931
1765394_at,5.401348,6.96538,2.487085,4.726919,19.63099
1765395_s_at,880.6404,1137.979,771.5684,758.7002,2485.07
1765396_at,2.151613,1.565573,2.477943,0.6659377,3.073095
1765397_s_at,994.5779,1021.481,808.4292,962.7897,1006.074
1765398_at,17.60226,14.77431,6.086304,18.1706,17.18286
1765399_at,906.0302,833.9435,704.5853,971.3989,461.5212
1765400_s_at,1.38677,7.35864,1.104471,4.576161,8.741322
1765401_s_at,4.654526,3.05185,1.793085,11.84634,13.91615
1765402_s_at,376.0959,464.9621,247.9002,415.9874,177.7798
1765403_at,0.5384611,0.5491669,2.554257,1.026956,2.412755
1765404_s_at,593.8082,624.4551,534.8043,622.2438,305.2033
1765405_s_at,34.08459,23.4579,35.79824,27.8389,44.40692
1765406_s_at,1419.784,1316.099,1651.04,1435.74,1231.958
1765407_s_at,644.8088,762.1578,493.5342,673.2493,291.0694
1765408_at,13.87164,11.95842,28.97077,10.92919,15.25692
1765409_s_at,2.990945,2.5313,14.10267,10.08917,10.07345
1765410_s_at,713.767,927.0518,861.951,721.0579,413.7368
1765411_s_at,802.8715,663.6395,390.5439,793.4128,438.2565
1765412_s_at,96.80778,135.1357,48.87023,87.31731,39.27423
1765413_s_at,1791.683,1773.233,1920.282,1349.227,2186.031
1765414_s_at,50.10834,62.25279,27.24638,35.80101,64.8247
1765415_s_at,164.9331,185.0388,51.32775,122.3595,33.23489
1765416_s_at,952.168,987.1903,791.1168,791.0081,1249.962
1765417_s_at,551.1053,697.4111,403.0217,692.8283,225.3359
1765418_s_at,28.94886,23.6225,16.22329,18.90763,30.42926
1765419_s_at,340.031,364.3954,224.6655,345.7061,296.9952
1765420_at,299.1189,348.4339,191.5112,335.1446,98.24007
1765421_s_at,292.9495,349.4266,560.7105,440.2585,558.547
1765422_at,1.863794,1.09594,2.281132,7.256699,11.9926
1765423_x_at,233.2426,199.8374,144.6058,179.7112,157.3168
1765424_at,24.69938,33.62367,0.9555123,1.87457,1.762293
1765425_s_at,4633.487,5474.477,11130.5,5946.142,11316.25
1765426_at,37.33743,44.76794,32.52098,25.82128,69.34627
1765427_s_at,1430.899,1619.29,1210.314,1279.061,2514.681
1765428_at,35.73406,52.13899,12.25698,26.70744,39.26797
1765429_s_at,640.9566,734.7183,726.2125,790.8214,273.4718
1765430_s_at,0.358752,0.297593,0.4503623,0.2996702,0.5246547
1765431_s_at,1785.54,1933.284,2871.163,1824.676,4001.826
1765432_s_at,8.954633,17.33718,19.61412,5.171713,64.54891
1765433_at,695.5822,877.784,570.909,737.3118,355.777
1765434_at,0.1324177,1.243044,0.501105,0.3635401,2.706613
1765435_s_at,2402.006,2157.615,3511.778,2446.97,1403.478
1765436_at,2320.551,2139.084,2623.337,2958.399,1862.581
1765437_s_at,1092.404,926.4551,974.4556,1014.421,880.799
1765438_s_at,832.8035,623.8127,675.8475,957.1636,605.9285
1765440_s_at,864.4048,568.1381,260.2138,691.5046,374.0066
1765441_s_at,521.0959,652.7632,440.3009,578.0438,466.1396
1765442_s_at,23.28077,22.02404,2.676546,7.018089,1.702763
1765443_at,8.627017,10.42181,19.13985,13.07808,25.94599
1765444_s_at,646.85,674.7563,386.8956,620.5134,286.4467
1765445_at,11.81979,10.03252,13.12128,6.756867,13.11992
1765446_s_at,645.1828,637.6018,467.0576,703.1667,310.2195
1765447_s_at,443.7404,498.4489,295.6686,471.758,209.897
1765448_s_at,525.078,596.4327,331.7711,531.7678,237.3461
1765449_at,22.53141,24.52335,21.13358,34.05792,14.76976
1765450_s_at,540.9623,500.1258,411.1898,506.5595,286.448
1765451_s_at,1376.914,1591.541,1902.617,1669.205,2275.171
1765452_s_at,2018.367,2154.78,3015.846,1781.423,2283.516
1765453_s_at,434.2882,473.1538,241.1044,407.8194,236.5978
1765454_s_at,2156.783,2163.509,3902.326,2491.208,6285.364
1765455_s_at,676.24,537.5325,298.2212,595.784,174.7497
1765456_at,1.519726,0.6436033,2.703683,1.256911,3.80504
1765457_x_at,7.920523,6.134742,11.05742,12.33046,21.52673
1765458_s_at,802.3776,625.3908,460.6675,638.3308,451.7028
1765459_s_at,774.2247,740.7904,510.8817,786.5178,559.944
1765460_s_at,0.2270761,0.921353,0.7133389,2.724523,7.023569
1765461_s_at,3.760174,1.487722,0.6771082,3.046797,2.919208
1765462_at,0.513266,5.32086,3.287949,0.3727401,1.894962
1765463_s_at,454.0157,599.298,300.7047,402.0806,210.591
1765464_s_at,1100.206,1218.941,1575.509,1178.223,3062.645
1765465_at,484.7603,561.4808,199.6686,308.0231,185.2465
1765467_s_at,6.55541,8.416037,14.76504,10.38638,14.42792
1765468_s_at,45.64841,33.7476,52.06707,22.50107,31.75669
1765469_s_at,474.7917,572.4462,361.049,433.8116,330.3554
1765470_at,2.847967,5.007538,1.773738,2.014638,0.8141407
1765471_s_at,319.1369,322.6181,278.0363,336.8644,141.7796
1765472_s_at,2.298145,2.245021,12.62649,12.44621,16.11071
1765473_at,953.5406,771.6268,485.9936,824.1506,349.0169
1765474_s_at,1090.84,1095.995,1343.802,1121.589,814.4026
1765475_s_at,1005.403,821.9451,682.7297,1115.43,526.6629
1765476_s_at,0.3836307,3.082282,9.567713,2.047914,1.634206
1765477_at,518.3411,446.19,500.8303,636.9112,191.9484
1765478_s_at,0.9961953,1.750504,0.7932206,6.038983,1.140442
1765479_s_at,391.4809,397.2733,310.2814,510.5199,243.5629
1765480_s_at,668.5078,575.1829,392.5264,620.0631,275.1624
1765481_at,1.460745,1.029674,6.722157,7.125663,18.7305
1765482_s_at,518.474,711.1934,305.4281,588.1224,223.3516
1765483_at,0.01557106,0.01740217,0.3520936,0.1293702,0.08696469
1765484_s_at,2.715248,2.957679,4.234066,7.792224,2.429456
1765485_s_at,1305.564,1377.266,1107.719,1491.814,759.175
1765486_s_at,14.88752,6.297357,3.178118,27.10897,11.13125
1765487_s_at,1220.826,1183.16,2160.41,1061.571,2178.58
1765488_s_at,773.027,829.1875,402.4648,732.3823,166.2315
1765489_s_at,935.8063,892.1812,796.5484,818.8332,775.0059
1765490_at,2.913811,5.426886,2.761909,0.8300907,9.177061
1765491_at,0.858529,1.439629,1.13098,0.9583747,0.9041033
1765492_s_at,0.3250305,1.013685,1.028652,0.7502229,0.6747591
1765493_at,941.2279,915.4237,1341.622,1067.644,481.4583
1765494_s_at,572.7061,460.4723,354.683,746.0712,287.4288
1765495_s_at,5.509568,5.028571,6.57939,7.970031,2.963725
1765496_s_at,2.726105,13.30884,33.0072,3.093915,5.022274
1765497_s_at,15.28171,14.8888,3.940652,13.92816,18.07812
1765498_s_at,1590.896,1946.218,3352.934,1899.335,3717.271
1765499_at,1.497613,0.4370499,10.94484,0.4087163,0.8633465
1765500_at,91.80402,97.15046,59.0676,91.93382,71.8207
1765501_s_at,1144.289,1098.672,1098.055,1173.298,701.4367
1765502_s_at,622.6487,551.2983,372.506,505.8064,403.9736
1765503_at,0.7716927,0.599478,2.920333,2.013386,6.015151
1765504_s_at,766.863,615.5444,336.0783,619.2787,336.1624
1765505_s_at,639.5375,628.2817,750.5145,792.7281,682.4566
1765506_s_at,279.1247,338.7361,300.5718,175.3866,333.3477
1765507_s_at,0.6826443,1.362683,2.934289,0.6277167,0.9821042
1765508_s_at,392.6075,512.6786,373.3876,524.404,177.2364
1765509_s_at,28.86588,44.1723,22.55728,20.21142,28.97444
1765510_s_at,6.769194,12.31177,2.704808,1.834955,21.96645
1765511_s_at,575.5414,641.9702,313.2633,518.1005,183.9723
1765512_s_at,638.2755,642.7604,433.4071,567.9441,331.0315
1765513_s_at,1133.538,1222.344,1368.734,1158.902,1258.972
1765514_s_at,4.716572,7.294474,12.65318,14.35634,12.35093
1765515_s_at,540.3829,620.6907,239.6633,512.037,434.9813
1765516_s_at,1394.099,1333.929,1435.644,1227.822,1577.894
1765517_s_at,814.0827,866.4169,729.1322,930.3993,491.2492
1765518_s_at,1405.994,1706.316,1435.617,703.9258,1301.639
1765519_s_at,819.3054,777.9376,687.2428,775.1844,573.4973
1765520_s_at,427.0738,479.4464,281.7898,404.494,209.1064
1765521_s_at,57.47184,67.28242,53.13845,75.56171,55.1388
1765522_s_at,3.136597,0.7435643,9.581199,7.001283,7.416266
1765523_s_at,7.243759,5.972064,16.55738,6.42696,1.788871
1765524_s_at,1.416131,0.6360132,13.02742,7.812028,2.805188
1765525_at,1.774289,2.826947,20.6875,1.719341,2.093166
1765526_s_at,1843.102,2012.984,2642.91,1459.899,5460.455
1765527_at,21.39838,17.00368,2.447783,13.3284,6.037489
1765528_at,12.24708,1.882073,16.67631,7.991424,23.69617
1765529_s_at,1082.366,873.3171,1115.685,1077.591,914.2161
1765530_s_at,1.430399,1.047021,1.284879,0.4999635,2.703959
1765531_at,3.60067,0.3131052,5.081208,4.729153,5.04641
1765532_at,592.1498,542.634,344.3052,522.7697,261.3342
1765533_s_at,782.7119,926.8405,623.7737,810.618,1087.186
1765534_s_at,3.104266,3.121913,0.06280734,0.1930782,0.5106828
1765535_s_at,25.68424,21.89727,4.88246,12.90331,26.71792
1765536_s_at,559.8924,522.8548,503.8787,628.7515,250.6713
1765537_s_at,0.5780627,1.971097,0.7219896,0.5462978,0.770669
1765538_s_at,3140.015,3524.883,8403.852,2472.702,9220.385
1765539_s_at,2570.973,2825.999,5357.788,2555.883,5509.365
1765540_s_at,1804.565,1972.806,1547.209,1244.145,1757.381
1765541_s_at,1076.595,929.5125,870.5598,865.4081,721.9658
1765542_s_at,50.47728,11.77362,7.704998,19.00658,29.53947
1765543_at,456.7772,520.1343,296.5711,742.0989,142.5121
1765544_at,20.16503,37.23845,13.99183,31.2002,32.28141
1765545_s_at,2107.906,2456.935,3154.974,2201.116,3566.174
1765546_s_at,411.4977,472.9059,434.4365,687.856,152.6135
1765547_s_at,2.107193,5.409214,21.91368,11.11223,15.84914
1765548_s_at,789.4807,596.8622,306.8823,759.6753,262.7776
1765549_s_at,978.8271,916.0925,802.413,1028.59,1737.978
1765550_s_at,1166.788,893.8726,990.9926,900.8291,871.489
1765551_at,20.53319,27.29285,28.05089,8.435581,23.36372
1765552_s_at,702.5266,531.4348,353.6259,705.2415,231.2435
1765553_s_at,914.2678,957.9874,753.39,890.051,1117.556
1765554_s_at,1.639183,1.692263,3.279143,0.9694796,10.22614
1765555_s_at,642.0846,633.2632,228.2699,688.0247,126.1578
1765556_at,3.009639,0.8115754,0.8335668,0.4434479,3.708486
1765557_s_at,6.492861,7.31821,1.808729,15.81152,7.859838
1765558_s_at,50.0424,35.39997,46.65745,31.63319,56.38588
1765559_at,0.05040897,0.3896008,0.807014,3.291909,0.8995486
1765560_s_at,868.8267,635.109,415.6962,907.104,387.4153
1765561_s_at,2533.583,3100.122,6994.662,2639.544,6987.428
1765562_s_at,591.0591,559.4978,606.9292,694.7067,414.1519
1765563_s_at,704.3573,666.3143,432.6448,728.6332,388.947
1765564_s_at,20.65051,23.13936,13.7383,20.43606,16.66169
1765565_s_at,362.592,344.196,304.8449,396.2436,228.371
1765566_s_at,597.5775,542.1298,383.3772,509.3289,338.4936
1765567_s_at,5.910191,1.333333,21.51411,5.66315,24.22811
1765568_s_at,150.3148,116.5853,104.8665,138.6528,59.0228
1765569_s_at,399.272,426.3516,251.4056,370.2994,365.4868
1765570_s_at,5.622099,0.4521752,6.613655,1.091236,2.254228
1765571_s_at,521.2717,541.6176,454.6064,455.266,400.8684
1765572_at,6.694999,27.75525,4.323005,4.837494,16.23445
1765573_s_at,632.13,607.8955,303.4538,648.7728,267.8754
1765574_s_at,0.4607292,1.773573,10.77212,0.7456224,0.9974409
1765575_s_at,2.325714,0.2564088,7.109345,0.3180152,1.406364
1765576_s_at,903.6735,655.5623,757.6852,1075.818,493.4285
1765577_s_at,436.3459,218.1159,34.69957,232.908,35.32039
1765578_s_at,3926.612,4484.192,9934.776,3752.863,12674.84
1765579_s_at,830.4726,668.6396,694.472,896.1483,497.6051
1765580_s_at,1.94607,1.670626,5.177262,0.8299557,3.304426
1765581_at,782.1145,775.7629,539.8156,865.1622,320.5166
1765582_at,5.45614,3.439635,6.091906,1.452133,14.0453
1765583_s_at,544.6686,408.1963,310.7671,607.3218,400.3494
1765584_s_at,22.43966,18.25272,2.636011,14.7376,16.42859
1765585_s_at,762.1061,878.066,742.8408,873.8389,656.8338
1765586_at,2.202747,2.43423,0.8878228,1.004911,14.24662
1765587_s_at,5.685846,3.8407,2.446563,3.869948,5.025495
1765588_s_at,1708.766,1900.108,2705.503,1716.226,2265.315
1765589_at,17.6546,19.77638,11.37077,2.962464,28.22771
1765590_at,26.73018,13.52016,16.81846,17.83793,23.65844
1765591_s_at,1218.535,1300.19,1168.21,822.3123,1055.591
1765592_s_at,0.4998804,3.750383,0.5988991,1.793755,6.961159
1765593_at,775.7749,603.5128,486.0578,725.3241,270.9483
1765594_s_at,3095.331,3406.194,7514.283,3442.33,7983.368
1765595_s_at,3862.494,3907.48,10102.36,5059.652,9068.95
1765596_at,7.284503,20.40423,2.232682,11.76912,16.48792
1765597_s_at,1976.753,2151.084,3837.162,2464.408,3578.967
1765598_s_at,345.4076,506.9339,185.6833,350.7549,120.0017
1765599_s_at,342.4206,446.0986,209.5518,306.8852,232.3731
1765600_s_at,780.403,894.2916,590.6957,760.6109,560.0036
1765601_at,41.23308,32.6615,36.0031,20.2647,46.50802
1765602_s_at,73.17242,116.4754,56.29865,62.26142,64.51037
1765603_s_at,2.993546,5.460355,6.994049,3.23912,4.002433
1765604_s_at,421.9554,466.9719,272.2821,460.0991,172.1504
1765605_s_at,1.540127,1.243203,11.3796,2.503475,18.41477
1765606_at,14.13706,9.9949,3.436255,17.31441,1.557601
1765607_at,12.4179,13.36314,13.52026,13.89965,13.48507
1765608_at,837.2452,826.1581,635.0525,1003.878,445.8106
1765609_s_at,1469.913,1597.807,2391.498,1780.349,1664.733
1765610_s_at,1746.175,1585.368,1975.377,1819.23,698.8075
1765611_at,1.574026,6.204906,12.68198,14.75643,9.500131
1765612_s_at,614.7111,748.5587,276.3315,446.6033,207.6747
1765613_s_at,639.628,692.3143,551.4482,845.7191,1729.75
1765614_x_at,6.92258,14.76393,14.63097,12.58421,15.13487
1765615_s_at,1.092841,1.10005,11.16327,1.16942,7.891204
1765616_s_at,738.7213,671.6595,511.4761,802.6582,352.1201
1765617_s_at,0.09210944,1.668514,0.4788686,1.151915,4.452751
1765618_at,0.8079732,5.809479,2.043776,7.989,2.968284
1765619_s_at,916.4903,755.385,527.7643,819.9078,310.1967
1765620_s_at,1127.51,1562.089,1421.161,909.3356,2882.809
1765621_at,17.00667,13.84801,21.22218,18.66295,16.31287
1765622_s_at,759.6969,669.0822,451.9711,636.3107,405.0108
1765623_s_at,464.5739,528.6486,299.3744,423.8872,174.5066
1765624_at,11.11525,1.076518,6.044721,4.888894,2.113051
1765625_at,0.0848692,2.691426,0.7427682,0.4669107,0.3630779
1765626_at,4.693707,9.832883,5.628669,5.691426,2.52754
1765627_s_at,472.8282,515.4938,151.0651,532.2936,82.82013
1765628_at,1.002149,3.034905,5.628127,4.306889,20.25089
1765629_s_at,4.323749,3.073427,7.484693,0.8848347,8.203914
1765630_s_at,1005.254,897.0222,566.8391,1001.538,319.808
1765631_s_at,1636.151,1503.578,1930.791,1386.896,1452.986
1765632_at,35.57228,46.23583,21.10528,38.50195,57.56301
1765633_s_at,787.5281,814.5615,671.7377,811.1658,866.4083
1765634_s_at,471.3795,525.5729,295.7966,494.6317,227.159
1765635_s_at,29.38209,26.50445,25.41698,35.82256,22.95777
1765636_s_at,726.7956,605.0223,368.6761,561.3923,243.5262
1765637_s_at,970.8135,780.6581,626.876,825.3925,456.0655
1765638_s_at,1168.126,961.0446,1071.373,1386.531,508.4135
1765639_at,0.2800466,1.247364,0.04095383,0.1477922,1.090943
1765640_s_at,20.08695,10.61023,8.106648,7.183334,13.57692
1765641_s_at,6.258026,2.602906,12.24106,6.005662,4.76126
1765642_s_at,966.8786,1051.371,1057.481,900.7273,950.6992
1765643_s_at,4.663817,3.579773,5.938294,7.825538,17.25903
1765644_s_at,460.4773,506.0958,289.4451,476.4524,197.8027
1765645_at,23.96714,23.28955,17.1313,25.49284,20.46977
1765646_at,0.2019087,1.926725,11.19674,3.736014,0.6121125
1765647_s_at,21.61911,21.10083,23.75317,15.05944,5.542724
1765648_s_at,872.08,810.6531,637.8351,734.4749,1028.551
1765649_s_at,521.7785,560.3813,548.4585,822.302,256.606
1765650_s_at,480.13,462.0883,273.3836,501.2182,151.4537
1765651_s_at,0.5935645,0.5125574,0.9586251,0.4361487,0.8821859
1765652_s_at,2673.036,3923.517,8420.784,3059.099,8112.711
1765653_s_at,9.216197,12.3846,15.62136,12.04543,25.66484
1765654_s_at,3351.792,3222.56,5218.322,4679.164,5639.343
1765655_s_at,1759.589,2188.183,1555.519,1177.51,4635.67
1765656_s_at,57.75148,51.26914,44.33636,28.82902,49.8551
