ID	Gene Symbol
1761331_s_at	ylbA /// ylbA
1761332_at	metL
1761333_s_at	ECs4135 /// yhdU /// yhdU
1761334_s_at	pssA /// pssA
1761335_at	focD
1761337_s_at	c4081
1761338_s_at	borD /// borW /// ECs1217 /// ECs1625 /// Z1878
1761339_s_at	ECs0103 /// mutT /// mutT
1761341_at	phnC
1761342_s_at	ECs4291 /// Z4810
1761343_at	ygjK
1761345_at	c0276
1761347_at	c3271
1761348_at	paaF
1761349_at	wbbK
1761350_at	c2501
1761351_at	c2348
1761352_s_at	c4868 /// ECs4842 /// sbp
1761353_at	intB
1761354_s_at	ECs2078 /// fdnG /// fdnG /// fdnG
1761355_s_at	ECs2935 /// yehS /// yehS
1761356_at	c2404
1761357_s_at	c1765 /// ECs1865 /// Z2504
1761359_s_at	ECs3207 /// fabB /// fabB
1761361_s_at	mdtG /// yceE
1761362_s_at	purU /// purU
1761363_s_at	ECs3466 /// yfiR /// yfiR /// Z3897
1761367_s_at	alsC /// yjcV
1761368_at	yfdS
1761369_s_at	hipB /// hipB
1761370_at	torS
1761371_s_at	c2528
1761372_s_at	glnG /// glnG
1761374_s_at	rcnA /// yohM
1761375_at	sbcC
1761376_at	c0310
1761377_s_at	c2670 /// ECs3024 /// yohF /// yohF
1761378_at	yjfG
1761379_s_at	c3870 /// ECs3992 /// tdcG /// Z4464
1761380_s_at	ECs3297 /// ucpA /// ucpA
1761381_s_at	ECs0831 /// Z0969
1761382_at	Z0313
1761383_at	fepD
1761384_at	c0357
1761385_s_at	ECs3307 /// hemF
1761386_at	ypdI
1761388_s_at	bioB /// ECs0853
1761389_s_at	ECs2120 /// lsrA /// Z2192
1761390_s_at	ECs3568 /// hypF /// hypF
1761391_s_at	ECs4427 /// Z4966
1761392_s_at	papE /// papE_2
1761393_s_at	ECs5317 /// yjjM /// yjjM
1761394_s_at	c1448 /// c1572 /// ECs1108 /// ECs2732 /// Z2134 /// Z2361
1761396_at	ECs3383
1761397_at	hlyC
1761399_s_at	tqsA /// tqsA
1761400_s_at	ECs0824 /// Z0963
1761401_s_at	ECs0340 /// ykgB /// ykgB
1761402_s_at	nusG /// nusG
1761403_at	menC
1761404_at	yidR
1761405_s_at	c4222 /// ECs4280 /// Z4799
1761406_s_at	argD /// astC
1761407_s_at	cmtA /// cmtA /// cmtA /// ECs3808
1761408_s_at	ECs0622 /// entD
1761409_at	yohI
1761410_s_at	ECs2583 /// torY /// yecK /// yecK
1761411_s_at	omrB
1761413_s_at	c2255 /// ECs2555 /// ptrB /// ptrB
1761414_s_at	ECs5126 /// yjeJ /// yjeJ
1761415_at	asmA
1761418_s_at	ompN /// ompN /// Z2334
1761419_s_at	speB
1761420_s_at	glgA
1761421_s_at	ECs5482 /// Z3374
1761422_s_at	ECs4242 /// hslR /// yrfH
1761423_s_at	ECs3517 /// Z3950
1761425_s_at	ECs2009 /// ydbD
1761426_at	yiaY
1761427_at	kdpA
1761428_s_at	mog /// mogA
1761429_at	narZ
1761430_at	ydjQ
1761432_s_at	acrR /// acrR /// ECs0517
1761433_s_at	ompR /// ompR
1761434_s_at	c1934 /// ECs2110 /// ydeT /// Z2203
1761436_s_at	cdaR /// ECs0166 /// yaeG
1761437_s_at	c0141
1761439_x_at	c1533
1761440_s_at	ECs2301 /// ynfL /// ynfL /// ynfL
1761441_s_at	ECs1841 /// rluB /// yciL
1761442_s_at	c3676
1761443_at	ECs1226
1761444_at	fhlA
1761445_s_at	Z2105 /// Z2379
1761446_s_at	ECs4655 /// Z5213
1761447_s_at	ybfB /// ybfB
1761448_s_at	papJ /// papJ_2
1761449_s_at	ECs2351 /// slyA /// slyA
1761450_s_at	ECs3855 /// Z4326
1761451_s_at	c5192
1761452_s_at	ECs2756 /// Z3119
1761453_s_at	ECs0851 /// ybhB /// ybhB
1761454_s_at	ECs4732 /// hemY /// hemY
1761455_s_at	c3140 /// ECs3480 /// yfjF /// Z3911
1761457_s_at	dppC /// ECs4422
1761458_at	c0933
1761459_s_at	Z1184 /// Z1623
1761460_s_at	astD
1761461_at	degS
1761463_s_at	c2193 /// ECs2497 /// Z2828
1761464_at	nupC
1761465_s_at	ECs2534 /// yobF /// yobF /// Z2869
1761466_at	c2421
1761468_s_at	tktA /// tktA
1761469_s_at	yebT /// yebT
1761470_at	c4019
1761471_s_at	c1312
1761472_at	yjiS
1761473_s_at	c3761 /// ECs3904 /// ygiS /// Z4374
1761474_s_at	ECs3446 /// ung /// ung
1761475_s_at	ECs0319 /// yagV /// yagV
1761476_s_at	cysC /// cysC /// ECs3604
1761477_s_at	ECs4552 /// escF
1761479_at	yraH
1761480_s_at	ECs5184 /// ytfB /// ytfB
1761481_s_at	dnaB /// ECs5034
1761482_s_at	ECs0757 /// Z0887
1761483_at	c1492
1761484_s_at	ECs1836 /// trpE /// trpE
1761485_s_at	tatA /// tatA
1761486_s_at	add /// ECs2331
1761487_s_at	ECs3902 /// plsC
1761488_at	c4581
1761489_s_at	ssuB /// ssuB
1761490_s_at	ECs3410 /// yphB /// yphB
1761491_s_at	c1447 /// c1571
1761492_s_at	ihfA /// ihfA
1761493_s_at	ligA /// ligA
1761494_s_at	ECs4868 /// metB /// metB
1761495_at	yrfC
1761496_s_at	ECs3621 /// ygcN /// ygcN
1761497_s_at	caiD /// caiD /// ECs0039
1761498_at	c2893
1761499_s_at	yohG
1761500_at	c4177
1761501_at	c3660
1761502_s_at	ECs1687 /// emtA /// mltE /// mltE
1761503_s_at	ECs1582 /// Z1842
1761504_s_at	frlD /// Z4734m
1761505_s_at	dnaA /// dnaA
1761507_at	c1265
1761508_s_at	c0650 /// c1473
1761510_s_at	abgT /// ECs1920 /// Z2428
1761511_at	c5199
1761512_s_at	c0173
1761513_s_at	c1103
1761514_at	yhbW
1761515_at	c1527
1761516_s_at	c0503 /// ECs0444 /// mak /// yajF
1761518_at	yhfZ
1761519_at	c0265
1761521_at	ygcF
1761522_s_at	tsf /// tsf
1761524_s_at	ECs4533 /// yicJ /// yicJ
1761525_s_at	aroC /// ECs3213
1761526_s_at	ECs3151 /// yfbB /// yfbB
1761527_at	c1276
1761528_s_at	ECs5044 /// soxS /// soxS
1761529_s_at	c3233
1761530_s_at	ECs1959 /// Z2379
1761532_at	c5051
1761533_at	c0321
1761534_s_at	ECs2988 /// Z3357
1761535_at	c2075
1761536_x_at	ECs1408 /// Z1225 /// Z1663
1761537_at	ycgY
1761538_at	flxA
1761539_s_at	ECs5086 /// phnE
1761540_s_at	arcA /// arcA /// ECs5359
1761541_s_at	ECs2937 /// yehU /// yehU /// yehU
1761542_s_at	ECs1944 /// Z2397
1761543_s_at	ccmB /// ccmB /// ccmB /// ECs3089
1761544_s_at	ECs1859 /// rnb /// rnb
1761545_s_at	metH
1761546_at	c1205
1761547_at	Z3619
1761548_s_at	bax /// bax /// ECs4453
1761549_s_at	flgF /// flgF
1761550_s_at	ECs3767 /// fldB /// fldB
1761551_s_at	cysQ /// ECs5192
1761552_s_at	ECs4721 /// rffG
1761553_s_at	c3305
1761554_s_at	ECs3359 /// uraA
1761555_at	yqiK
1761556_s_at	ECs0802 /// Z0947
1761557_s_at	c1618
1761558_s_at	intP_2 /// intQ
1761559_s_at	ECs4357 /// Z4883
1761561_s_at	Z3951
1761562_at	dicC
1761563_at	c1689
1761565_s_at	ECs3823 /// gshB
1761566_at	c2117
1761568_at	c4505
1761570_s_at	ECs1960 /// ECs2264 /// ECs2748 /// Z1348 /// Z2107 /// Z2378 /// Z3108 /// Z6055
1761571_s_at	napH /// napH
1761572_s_at	ECs0305 /// yagP /// Z0342
1761573_at	sitA
1761574_s_at	ECs4898 /// murI
1761575_s_at	ECs3528 /// ygaV /// ygaV /// Z3966
1761577_s_at	trmB /// trmI
1761578_s_at	ycgE /// ycgE
1761579_s_at	ECs2927 /// yehL /// yehL
1761580_s_at	ECs4457 /// Z5000
1761581_at	yfbK
1761582_s_at	ECs0326 /// ykgL /// ykgL
1761583_s_at	ECs0195 /// yaeF /// yaeF
1761585_s_at	bfd /// yheA
1761586_s_at	ECs0077 /// leuB
1761587_s_at	ECs4550 /// espF
1761588_s_at	ECs3996 /// tdcC /// tdcC
1761589_s_at	ECs5036 /// tyrB /// tyrB
1761590_s_at	cobS /// cobS
1761591_at	ECs2995
1761592_at	c1167
1761593_s_at	celC /// chbA /// ECs2442
1761594_at	thiP
1761595_at	pitB
1761596_s_at	agaZ /// agaZ /// ECs4010 /// kbaZ
1761597_at	recB
1761598_s_at	ECs1262 /// Z1516
1761599_s_at	srlE /// srlE /// srlE_1
1761600_s_at	ECs4713 /// rhlB /// rhlB
1761601_s_at	malZ
1761602_at	yjbC
1761603_s_at	ECs2485 /// ydjL /// ydjL /// Z2815
1761604_s_at	mgsA
1761605_s_at	glyQ /// glyQ
1761606_s_at	ECs2696 /// yedI /// yedI
1761607_s_at	c1879 /// ECs2058 /// yncG /// Z2265
1761610_at	c5301
1761612_s_at	c4174
1761613_s_at	ECs3712 /// ygeK
1761614_s_at	c0205
1761617_at	ydiM
1761618_at	ymfL
1761619_s_at	recC /// recC
1761620_s_at	ECs5217 /// treB /// treB
1761621_s_at	ECs4370 /// prlC
1761622_at	ECs4970
1761624_s_at	c2544 /// yoeB
1761625_at	ECs2227
1761627_s_at	ECs1118 /// ECs2236 /// Z2350 /// Z6031
1761628_s_at	ECs1602 /// phoP /// phoP
1761629_s_at	cysZ /// cysZ /// ECs3285
1761630_at	c5297
1761631_s_at	ECs1355 /// terD /// terD_2
1761632_at	c1184
1761633_at	malS
1761634_at	c4511
1761635_s_at	ECs2360 /// gloA /// gloA
1761636_x_at	c1279
1761637_s_at	ECs4044 /// nlpI /// yhbM
1761638_s_at	ECs1692 /// ymgE /// ymgE /// ymgE
1761639_at	c2467
1761640_s_at	ECs0378 /// Z0419
1761641_s_at	ECs0771 /// ybgC /// ybgC
1761642_s_at	prmA /// prmA
1761643_s_at	ECs2469 /// topB
1761644_s_at	emrD /// emrD
1761645_s_at	ECs0110 /// hofC /// hofC
1761646_at	wcaM
1761647_at	c3150
1761648_at	rfaY
1761649_s_at	ECs1731 /// narJ /// narJ /// narJ
1761650_s_at	ECs1803 /// ECs1983 /// ECs2240 /// Z1913 /// Z3316 /// Z6034
1761651_at	c1910
1761652_s_at	ECs3486 /// Z3919
1761653_s_at	nupG /// nupG
1761655_s_at	ECs5345 /// lplA /// Z5988
1761656_s_at	ECs4461 /// yiaU /// yiaU
1761657_s_at	ECs5064 /// mdtN /// yjcR
1761658_at	ECs3864
1761659_s_at	araB /// araB /// ECs0067
1761660_s_at	rne /// rne
1761662_s_at	yhbU /// yhbU
1761663_s_at	ECs4786 /// polA
1761664_s_at	aceE /// aceE
1761665_at	c4894
1761666_s_at	potG
1761667_s_at	ECs4285 /// gntU /// gntU
1761668_s_at	ECs3185 /// yfcF /// yfcF /// yfcF
1761669_at	Z1857
1761670_s_at	ECs3531 /// ygaW /// ygaW /// Z3970
1761671_at	c3292
1761672_at	c2430
1761673_at	c1544
1761676_s_at	c3343
1761677_s_at	focX /// papX
1761678_s_at	ECs0152 /// hrpB
1761679_at	ilvI
1761680_s_at	c0723
1761681_s_at	cysE
1761682_s_at	cpxP /// cpxP
1761683_s_at	c3666
1761684_s_at	recR /// recR
1761685_s_at	ECs3274 /// yfeC /// yfeC
1761686_s_at	ECs5533
1761687_s_at	yieK /// yieK
1761688_s_at	tppB /// tppB
1761689_at	ECs4187
1761690_s_at	c2482 /// ECs2792 /// yoeA /// Z3159
1761691_s_at	c5233
1761692_s_at	ECs0819 /// Z0960
1761693_x_at	ECs1505 /// Z1769
1761694_at	proS
1761695_s_at	focA_2
1761697_s_at	ECs5003 /// Z5618
1761700_s_at	c2462
1761701_s_at	ECs3066 /// lpxT /// yeiU /// Z3433
1761703_s_at	ariR /// ymgB
1761704_s_at	c3772 /// ECs3914 /// Z4383
1761705_s_at	ECs0987 /// focA /// focA_2
1761706_at	Z4324
1761707_s_at	ECs4683 /// gidA /// mnmG
1761709_s_at	c3771 /// ECs3913 /// Z4382
1761711_at	ilvC
1761712_at	c2506
1761713_s_at	ECs2858 /// gmd /// gmd /// gmd
1761714_s_at	ECs1059 /// Z1326
1761715_s_at	mltA
1761716_s_at	ECs0597 /// fimZ /// fimZ
1761717_s_at	degQ /// degQ /// ECs4107
1761723_at	c1486
1761724_s_at	ECs0694 /// gltI /// ybeJ
1761726_s_at	oppB /// oppB
1761727_at	ygcL
1761728_s_at	ECs4578 /// Z5129
1761729_s_at	ECs1482 /// ycfL /// ycfL
1761731_at	tktB
1761732_s_at	ndk /// ndk
1761734_s_at	c4302 /// Z4906
1761735_s_at	wrbA /// wrbA /// Z1504
1761737_at	srmB
1761738_s_at	c1743 /// ymiA /// Z2534
1761739_s_at	ECs0315 /// yagS /// yagS
1761740_s_at	ECs0155 /// fhuC /// fhuC
1761741_s_at	ECs3515 /// ypjA
1761742_at	Z3270
1761743_at	c2394
1761744_s_at	ECs2121 /// lsrC /// ydeY
1761745_s_at	ECs3682 /// ppdB /// ppdB
1761746_at	yhgE
1761747_s_at	ECs2960 /// Z2112 /// Z3097
1761748_s_at	ECs0779 /// pnuC /// pnuC /// pnuC
1761750_s_at	srlA /// srlA_1
1761751_at	c4015
1761752_s_at	ileS
1761753_at	c0412
1761754_s_at	c1141
1761755_at	yggG
1761756_at	c0391
1761757_at	yfeT
1761758_s_at	atpI /// atpI /// ECs4681
1761759_s_at	ECs3171 /// nuoB /// nuoB
1761760_s_at	ECs3444 /// yfiK
1761763_s_at	ECs3478 /// recN
1761764_s_at	ECs2668 /// yedE /// yedE
1761765_s_at	ECs2917 /// yehD
1761767_s_at	ECs0933 /// ybjN /// ybjN /// ybjN
1761768_s_at	ECs1051 /// yccW /// yccW /// Z1319
1761769_s_at	ECs2402 /// ydiO /// ydiO /// Z2723
1761770_at	nrfE
1761771_s_at	ldcA
1761772_at	ECs3503
1761773_at	livF
1761775_s_at	dam /// ECs4229
1761776_s_at	ECs2051 /// ydcZ /// ydcZ /// Z2272
1761777_s_at	ECs2475 /// pncA /// ydjB
1761778_at	yihU
1761779_s_at	ECs1580 /// Z1841
1761780_at	c3514
1761781_s_at	dcuB /// dcuB /// ECs5105
1761783_s_at	minC /// minC
1761784_at	c4310
1761785_s_at	ybfM /// ybfM
1761786_s_at	ECs2095 /// Z2219
1761787_s_at	ECs5104 /// fumB /// fumB /// fumB
1761788_s_at	ECs4495 /// kbl /// kbl
1761789_s_at	metL
1761790_s_at	ECs0202 /// gmhB /// yaeD
1761791_at	c3143
1761793_at	c0956
1761794_s_at	ECs1410 /// ghrA /// ycdW /// ycdW
1761795_s_at	ECs4588 /// Z5140
1761796_at	Z1457
1761797_at	c5477
1761798_at	yagU
1761799_s_at	ECs4001 /// yhaC /// yhaC
1761800_s_at	ECs4215 /// tsgA /// yhfC
1761801_s_at	ECs0734 /// ybgH /// ybgH /// ybgH
1761802_s_at	caiC
1761804_s_at	ECs0696 /// ybeX /// ybeX /// ybeX
1761805_s_at	ECs5187 /// ytfE /// ytfE
1761806_s_at	hslO /// hslO
1761807_s_at	ECs4600 /// yicO /// yicO /// Z5153
1761808_at	appY
1761809_s_at	ECs0293 /// Z0328
1761810_s_at	ECs4657 /// Z5214
1761812_s_at	ECs2753
1761813_s_at	fabG
1761814_s_at	ECs3053 /// yeiJ
1761815_s_at	dinB /// dinP /// ECs0258
1761816_s_at	c1624
1761817_s_at	c4661
1761818_at	c4485
1761819_s_at	ECs0526 /// htpG /// htpG
1761821_at	c4924
1761823_s_at	ECs0343 /// ykgD /// ykgD /// ykgD
1761824_at	ECs1538
1761825_at	c1191
1761826_s_at	ECs1343 /// terW /// terW_2
1761827_s_at	c4523
1761829_at	ycjS
1761830_at	c1481
1761831_s_at	ECs3530 /// stpA
1761832_s_at	ECs0895 /// ybiR /// ybiR
1761833_at	Z0959
1761834_s_at	cbpM /// ECs1154 /// yccD
1761836_s_at	ECs4823 /// frvR
1761837_s_at	ECs1112 /// ECs2728 /// Z2138 /// Z2357
1761838_s_at	abgA /// ECs1922 /// ydaJ
1761839_s_at	ECs4419 /// yhjV /// yhjV /// yhjV
1761840_s_at	ECs3727 /// Z4191
1761842_at	focC
1761843_s_at	ECs5458 /// rzpQ /// ydfC /// Z6076
1761844_s_at	dapD
1761845_s_at	rbfA /// rbfA
1761846_s_at	ECs3277 /// ECs5182 /// yncK /// Z5815
1761847_s_at	ECs3695 /// lysA /// lysA
1761848_at	ECs5580
1761849_at	nuoM
1761851_s_at	ECs5189 /// ytfH /// ytfH
1761853_s_at	ECs1122 /// ECs1649 /// ECs1991 /// ECs2160 /// ECs2232 /// ECs2718 /// lomU /// Z1381 /// Z2146 /// Z2343 /// Z3310
1761854_s_at	ECs1376 /// Z1194 /// Z1634
1761855_s_at	ECs0069 /// yabI
1761856_s_at	rpsS /// rpsS
1761857_s_at	ECs2972 /// Z3342
1761858_at	fhuF
1761860_s_at	ECs0314 /// yagR /// yagR
1761861_s_at	ECs0549 /// Z0640
1761862_s_at	c1838
1761864_s_at	ECs2775 /// Z3135
1761865_s_at	ECs0498 /// queC /// ybaX
1761866_s_at	ECs0636 /// ybdB /// ybdB
1761867_s_at	c5389 /// ECs5270 /// nanC /// yjhA
1761868_s_at	arnC /// c2796 /// ECs3142 /// Z3512
1761869_s_at	avtA /// avtA
1761871_at	Z2987
1761872_s_at	rplL /// rplL
1761873_s_at	ECs1831 /// yciG /// yciG
1761874_at	c2483
1761875_s_at	ECs4808 /// yihX /// yihX
1761876_at	insH
1761877_at	ybhI
1761878_at	c1889
1761879_s_at	c3526
1761880_s_at	ECs5336 /// yjjV /// yjjV /// yjjV
1761881_s_at	ECs0143 /// htrE
1761882_x_at	ECs1532 /// ECs2186
1761884_s_at	ECs1561 /// Z1823
1761885_at	ycjT
1761886_s_at	ECs4221 /// frlA /// yhfM
1761887_at	c1267
1761888_s_at	c0275 /// c1280 /// c2527 /// c3669 /// c4571 /// c5155 /// ECs1402 /// ECs2802 /// Z1216 /// Z1656
1761891_at	fadE
1761893_at	osmF
1761895_s_at	ECs4039 /// yhbU
1761896_s_at	mglC /// mglC
1761897_s_at	c1199 /// ECs4329 /// Z4854
1761898_s_at	holA /// holA
1761899_s_at	Z0115
1761900_s_at	ECs4476 /// mtlD
1761901_s_at	ECs3071 /// yejE
1761904_s_at	phnH
1761905_s_at	ECs1814 /// Z6021
1761906_s_at	ECs3961 /// ygjJ /// ygjJ
1761907_s_at	barA /// barA /// ECs3646
1761908_s_at	c0670
1761909_s_at	ECs4609 /// Z5162
1761910_s_at	c2728 /// ECs3081 /// yejO /// yejO
1761911_s_at	ECs5287 /// yjiG /// yjiG
1761913_s_at	c0315 /// ECs1367
1761914_at	c4558
1761915_s_at	ECs1424 /// ymdC /// ymdC /// ymdC
1761916_s_at	c0485
1761917_s_at	rplD /// rplD
1761918_s_at	cynT /// ECs0392
1761919_at	rhsB
1761920_s_at	c3983
1761921_s_at	ECs0553 /// ybbL /// ybbL
1761924_s_at	ECs4004 /// garL /// yhaF
1761925_s_at	ECs2521 /// pabB /// pabB
1761926_s_at	c4010
1761927_s_at	ECs1094 /// Z2119
1761928_at	c1809
1761929_s_at	ECs2852 /// wcaJ /// wcaJ
1761931_s_at	ECs1036 /// ymbA /// ymbA
1761932_s_at	ECs4066 /// ispB
1761935_x_at	c1036
1761936_s_at	ECs4555 /// espD
1761937_s_at	ECs5155 /// rnr /// vacB
1761938_s_at	c1456 /// ECs1111 /// ECs2729 /// Z2137 /// Z2358
1761939_s_at	alsA /// yjcW
1761940_s_at	ECs2287 /// xisP
1761941_s_at	ECs1423 /// ymdB /// ymdB /// Z1679
1761942_s_at	ECs1983 /// Z1373
1761943_s_at	ECs2462 /// ynjD /// Z2788
1761944_s_at	c5458
1761945_x_at	c5166
1761946_at	rttR
1761947_at	c5197
1761948_s_at	ECs1028 /// ycbF /// ycbF
1761949_s_at	c4984 /// ECs5001 /// Z5616
1761950_s_at	pheT /// pheT
1761951_s_at	c1450 /// c1574 /// ECs1109 /// ECs2731 /// Z2135 /// Z2360
1761952_at	aroG
1761953_s_at	ECs4273 /// glgP
1761954_s_at	Z1183 /// Z1622
1761955_at	c5008
1761957_s_at	c3175
1761958_s_at	nagA
1761960_s_at	ECs4598 /// Z5151
1761961_s_at	ECs1762 /// Z2040
1761962_s_at	ECs0787 /// galE
1761963_s_at	ECs4356 /// Z4882
1761964_s_at	ECs3448 /// trxC
1761965_s_at	ECs2397 /// ydiM /// Z2718
1761966_at	ECs1537
1761967_at	stfR
1761968_at	yegK
1761969_s_at	araH /// araH
1761970_s_at	ECs5085 /// phnF /// phnF
1761971_s_at	ECs4437 /// yiaD /// yiaD
1761972_at	yafM
1761973_s_at	nagZ /// nagZ
1761974_s_at	ECs1780 /// Z2060
1761975_s_at	ECs0744 /// ybgD
1761976_s_at	ruvB /// ruvB
1761977_s_at	Z0962
1761978_at	yhcF
1761979_s_at	cycA /// cycA /// ECs5186
1761981_s_at	ECs1349 /// Z1169 /// Z1608
1761982_s_at	c2913
1761983_s_at	glpT
1761984_at	Z1337
1761986_s_at	ECs3699 /// kduD
1761988_s_at	pitB /// pitB
1761989_at	yddQ
1761991_at	iroB
1761992_at	yffP
1761993_s_at	ECs0227 /// Z0258
1761997_at	yjiV
1761998_s_at	ECs4115 /// yhcR
1761999_s_at	ECs4191 /// fusA /// fusA
1762000_s_at	ECs1222 /// Z1478
1762001_s_at	c1765 /// ECs1865 /// Z2506
1762002_at	yieI
1762003_s_at	ECs4086 /// yrbL /// yrbL
1762004_s_at	ECs4825 /// frvB /// frvB
1762005_at	c1470
1762007_s_at	cusB /// cusB /// ECs0612 /// ylcD
1762008_at	c5348
1762009_at	ilvD
1762010_s_at	ECs2703 /// Z3058
1762011_at	ggt
1762012_at	c4551
1762014_s_at	ydcF /// ydcF
1762017_s_at	ECs2027 /// ycdI /// ydcI /// Z2299
1762018_s_at	ECs1081 /// ECs1521
1762019_s_at	ECs2619 /// Z2968
1762020_at	mngR
1762021_s_at	ECs4826 /// frvA /// frvA
1762022_s_at	ECs5279 /// fimH /// fimH /// fimH
1762023_at	c0945
1762024_s_at	pspG
1762027_at	gcd
1762028_s_at	ECs2272 /// Z6065
1762029_s_at	ECs1633 /// ECs2176 /// Z1887
1762030_s_at	ECs3849 /// Z4318
1762031_s_at	ECs4846 /// yiiR /// yiiR
1762032_s_at	yghQ /// yghQ
1762034_s_at	ECs4414 /// yhjQ /// yhjQ /// Z4950m
1762035_s_at	mltA /// mltA
1762036_s_at	rpmE /// rpmE
1762037_s_at	ECs4267 /// glpG /// glpG
1762038_s_at	ECs1313 /// Z1136 /// Z1575
1762039_at	bglH
1762040_at	c1472
1762041_s_at	ECs0222 /// Z0253
1762042_at	ECs1190
1762047_s_at	ECs5325 /// yjjQ /// yjjQ /// yjjQ
1762048_at	potF
1762049_at	c5296
1762050_at	c1186
1762051_s_at	c2992 /// ECs3328 /// ypfG /// ypfG /// Z3722
1762052_s_at	ECs2133 /// yneJ /// yneJ /// yneJ
1762053_s_at	ECs4071 /// yrbC /// yrbC
1762054_at	Z4333
1762055_s_at	ECs1757 /// intO
1762056_s_at	ydfK /// ydfK /// ynaE
1762057_at	yigF
1762058_s_at	c4124 /// ECs5532 /// yheV /// Z4708
1762059_at	c3614
1762060_s_at	ECs3370 /// guaB
1762061_s_at	ECs0880 /// ybiJ /// ybiJ
1762063_at	ydaY
1762064_s_at	mdtO /// yjcQ
1762065_at	Z3069
1762067_at	mgtA
1762068_at	c0778
1762069_s_at	ECs1899 /// ycjW
1762070_s_at	c0428 /// ECs0352 /// Z0392
1762071_at	c1891
1762073_at	ypdF
1762074_s_at	ECs4312 /// ftsE /// ftsE
1762075_s_at	rpmC /// rpmC
1762076_s_at	ECs3871 /// ECs4535 /// Z5088
1762077_at	c0757
1762078_s_at	c1471 /// c1595 /// c3147
1762079_at	folK
1762080_s_at	ECs1597 /// Z1853
1762083_at	prpB
1762084_s_at	ECs3661 /// fucP
1762085_s_at	ECs3229 /// vacJ /// vacJ /// vacJ
1762086_s_at	gltA /// gltA
1762087_at	ygeZ
1762088_s_at	ECs3778 /// ubiH /// ubiH
1762089_at	c5196
1762090_s_at	ECs0810 /// ECs1197 /// ECs2980
1762091_s_at	ECs1030 /// ycbW /// ycbW
1762092_at	ydfV
1762094_s_at	c2918
1762095_at	thiM
1762096_at	phnI
1762097_s_at	ECs4446 /// yiaB /// yiaB
1762098_s_at	yghO /// yghO
1762099_s_at	nagB
1762100_s_at	ECs4236 /// hofN /// yrfC
1762103_at	c1430
1762104_at	ECs1320
1762105_s_at	flgB /// flgB
1762106_s_at	ECs0866 /// ybhN /// ybhN
1762109_s_at	ECs0191 /// rof /// yaeO
1762110_s_at	ECs0046 /// fixC /// fixC
1762112_s_at	c3136
1762113_s_at	c1843 /// ECs2022 /// gapC /// gapC
1762114_s_at	ECs1162 /// Z1426
1762115_s_at	cusF /// cusX
1762116_s_at	abgB /// ECs1921 /// Z2427
1762117_s_at	ECs4218 /// nirC /// nirC
1762119_s_at	ECs3273 /// yfeA /// yfeA
1762120_at	c3605
1762122_s_at	ECs1133 /// hyaF /// hyaF
1762123_s_at	narU /// narU
1762124_at	c4618
1762125_s_at	ECs1693 /// prrA /// prrA
1762126_s_at	ECs4644 /// tnaC /// tnaL
1762128_s_at	ECs2926 /// yehK /// yehK
1762130_s_at	ECs1712 /// prs /// prsA
1762131_s_at	ECs1778 /// Z2058
1762132_s_at	tolB /// tolB
1762133_s_at	ECs0078 /// leuA
1762134_s_at	cysG
1762135_s_at	ampE /// ampE /// ECs0115
1762136_at	betA
1762137_at	ECs2213
1762138_at	c2449
1762139_at	yjgR
1762140_s_at	ECs0183 /// lpxA /// lpxA
1762141_s_at	napA /// napA
1762142_at	mcrB
1762143_s_at	ECs4701 /// ilvL
1762144_s_at	c1506
1762145_s_at	rpsT /// rpsT
1762146_s_at	ECs0838 /// Z0976
1762147_x_at	ECs1173
1762148_s_at	ECs4368 /// yhiP /// yhiP
1762149_s_at	yehY /// yehY
1762150_s_at	c3682 /// c3683
1762151_s_at	ECs2665 /// fliT /// fliT
1762152_at	c2407
1762153_at	ydfM
1762154_at	rybB
1762155_s_at	c2356
1762156_s_at	tyrR /// tyrR
1762157_s_at	ECs0611 /// ylcC
1762158_s_at	ECs0452 /// proY /// proY
1762159_at	c0381
1762160_s_at	ECs4140 /// yhdV /// yhdV
1762161_s_at	ygbI /// ygbI
1762163_at	ydfN
1762164_s_at	ECs3148 /// menE /// menE
1762165_s_at	bioC /// ECs0855
1762166_s_at	ECs5351 /// trpR /// trpR
1762168_s_at	ECs3548 /// emrB /// emrB
1762170_at	yegK
1762171_s_at	ECs4309 /// livJ /// livJ /// livJ
1762172_at	ynaK
1762173_s_at	ECs0323 /// matB /// matB /// yagZ
1762174_s_at	ECs1221 /// Z1477
1762175_s_at	ECs5262 /// Z5900
1762176_s_at	c0864
1762177_s_at	ECs4931 /// metA /// metA
1762178_s_at	ECs2289 /// ynfB /// ynfB /// Z2570
1762179_at	c0307
1762180_s_at	yeeO /// yeeO /// Z3144
1762182_s_at	tuf /// tufA /// tufB
1762184_s_at	fadA /// fadA
1762185_at	c2484
1762186_s_at	ECs0845 /// Z0984
1762187_s_at	c2023 /// ECs2340 /// rsxG /// Z2640
1762188_s_at	ECs0073 /// Z0078
1762189_s_at	alkA /// ECs2877
1762190_at	c3684
1762191_s_at	malE /// malE
1762193_s_at	ECs4625 /// yidE /// yidE
1762194_s_at	ECs3585 /// hypD /// hypD /// hypD
1762196_s_at	dxr /// ECs0175 /// yaeM
1762197_s_at	ECs4623 /// Z5178
1762198_s_at	ECs3196 /// purF
1762199_at	putA
1762201_s_at	ECs3441 /// yfiC
