ID	Gene Symbol
1766516_at	mchB
1766517_s_at	ECs0592 /// sfmA /// sfmA
1766518_s_at	acpD /// azoR
1766519_at	Z4802
1766521_s_at	ECs5069 /// Z5687
1766523_s_at	ECs4195 /// yheM /// yheM
1766524_at	ybaR
1766525_s_at	ECs0296 /// Z0332
1766527_s_at	ECs2695 /// yodC /// yodC /// Z3048
1766528_s_at	ECs4392 /// gadE /// yhiE
1766529_s_at	ECs1485 /// ycfO
1766530_s_at	fliG /// fliG
1766531_s_at	ahpF /// ahpF /// ahpF /// ECs0645
1766532_at	c3030
1766533_s_at	ECs3847 /// Z4316
1766534_at	hlyA
1766535_s_at	ECs2936 /// yehT /// yehT
1766536_at	paaD
1766537_at	c3753
1766540_s_at	Z1191 /// Z1631
1766541_s_at	c0438
1766542_at	c3304
1766543_s_at	araC /// araC /// ECs0068
1766544_s_at	ECs0510 /// ylaB /// ylaB
1766546_at	wecD
1766547_s_at	ECs3428 /// yfhL /// yfhL /// yfhL
1766548_s_at	ECs0758 /// Z0888
1766549_at	asst
1766550_s_at	ECs3181 /// pta
1766551_s_at	ECs0521 /// ybaN /// ybaN
1766552_s_at	ECs0836 /// Z0974
1766553_s_at	ECs4718 /// wzzE /// wzzE
1766556_s_at	ECs2460 /// Z2786
1766558_s_at	bamA /// ECs0179 /// yaeT
1766559_s_at	c1375
1766560_at	c5034
1766562_s_at	ECs3672 /// ygdL /// ygdL /// ygdL
1766563_at	c0341
1766564_s_at	argB /// ECs4888
1766565_at	c4764
1766566_s_at	c3507 /// ECs3800 /// Z4268
1766567_s_at	agaD /// agaD /// ECs4019
1766568_s_at	acpP /// acpP
1766569_s_at	pbpG
1766570_s_at	ECs2357 /// Z2666
1766571_at	c2451
1766573_s_at	ECs1146 /// sfa /// ymcE
1766574_s_at	ECs4812 /// Z5428
1766575_s_at	ECs0766 /// Z0897
1766576_s_at	ECs0785 /// galK
1766577_s_at	ECs5011 /// yjbG
1766578_s_at	ECs1142 /// gfcB /// ymcC
1766579_s_at	c1825 /// ECs5439 /// ydbJ
1766580_s_at	ECs4322 /// yhhS /// yhhS
1766581_s_at	c2666
1766582_s_at	Z4325
1766583_s_at	aceF /// aceF
1766584_s_at	ECs1269 /// pgaB /// ycdR /// ycdR
1766585_s_at	smpB
1766588_at	ydfP
1766589_s_at	ECs0623 /// fepA /// fepA
1766590_s_at	RecB
1766591_s_at	ECs2784 /// nac /// nac
1766593_s_at	ECs3921 /// yqiB /// yqiB
1766594_s_at	ECs5252 /// Z5888
1766596_s_at	ECs3265 /// Z3651
1766597_s_at	entD
1766598_at	c4537
1766599_at	c4594
1766600_s_at	ECs0725 /// kdpB /// kdpB
1766602_s_at	c0275 /// c1280
1766603_s_at	ECs1959 /// ECs2190 /// ECs2265 /// ECs2749 /// Z1347 /// Z2106 /// Z2379 /// Z3109 /// Z6056
1766604_at	c0971
1766607_s_at	ECs5234 /// yjgN /// yjgN
1766608_s_at	ECs0447 /// sbcC
1766609_s_at	agaV /// agaV /// ECs4011
1766611_at	amiB
1766612_at	c0339
1766614_s_at	ECs4136 /// envR /// envR
1766616_s_at	ECs4724 /// rffA /// wecE
1766617_s_at	yhjQ /// yhjQ /// Z4950m
1766618_s_at	ECs1550 /// ECs1801 /// ECs1981 /// ECs2242 /// Z1371 /// Z1812 /// Z3320 /// Z6036
1766619_s_at	bcsZ /// ECs4411 /// yhjM
1766620_s_at	ECs2369 /// ydhC /// ydhC
1766621_s_at	secF /// secF
1766622_s_at	ECs0729 /// ybfO /// Z0851
1766623_at	c4280
1766624_s_at	c2523 /// ECs1399 /// ECs2798 /// Z1214 /// Z1654
1766625_at	c1288
1766626_s_at	ECs0581 /// ylbE /// ylbE
1766627_at	insJ
1766628_s_at	ECs3218 /// Z3597
1766629_s_at	ECs0344 /// ykgE /// ykgE /// ykgE
1766630_s_at	ECs2087 /// Z2227
1766631_s_at	c0526
1766632_s_at	ECs3210 /// yfcM /// yfcM /// Z3589
1766633_s_at	ECs4699 /// yifE /// yifE
1766634_at	c3712
1766635_s_at	c3951
1766636_at	c1874
1766637_s_at	c0590
1766638_s_at	ECs0674 /// ybeA /// ybeA
1766639_s_at	cstA /// cstA /// ECs0637
1766640_at	c4578
1766642_s_at	c4407
1766643_s_at	ECs3638 /// Z4093
1766645_s_at	yicI /// yicI
1766646_s_at	ECs4666 /// Z5221
1766647_s_at	ECs0650 /// rna
1766648_s_at	ECs5301 /// yfcI /// Z5940
1766649_s_at	ECs0832 /// Z0970
1766650_s_at	ECs4842 /// sbp
1766651_s_at	c2351
1766652_s_at	c2020 /// ECs2337 /// rsxB /// Z2634
1766653_at	c1881
1766656_s_at	ECs0309 /// Z0346
1766657_s_at	ECs3169 /// nuoE /// nuoE
1766658_at	phrB
1766659_at	rfbD
1766661_at	yiaN
1766662_s_at	ECs4488 /// grxC
1766663_s_at	c1620
1766664_s_at	ECs4007 /// sohA /// sohA
1766665_s_at	hyfE /// hyfE
1766666_s_at	c5270 /// c5271
1766667_s_at	ECs0252 /// yafQ /// Z0284
1766668_s_at	mdoC /// mdoC
1766669_s_at	ECs3905 /// ygiV /// Z4375
1766671_at	ECs4964
1766673_s_at	ECs2785 /// erfK /// erfK
1766674_s_at	ECs4710 /// Z5287
1766675_s_at	ECs3631 /// yqcE /// yqcE /// yqcE
1766676_s_at	glnP /// glnP
1766677_s_at	mltA
1766678_s_at	ECs4249 /// yhgF
1766679_s_at	ECs5374 /// Z0335
1766680_s_at	ECs4802 /// yihR
1766681_at	gsp
1766683_x_at	c3668
1766685_at	pheP
1766686_s_at	dinF /// ECs5027
1766687_s_at	c4318 /// ECs4387 /// Z4919
1766688_s_at	c2063
1766689_s_at	Z4614
1766690_s_at	cspE /// cspE
1766691_at	c4748
1766692_at	yafW
1766693_at	argT
1766694_at	c4528
1766695_s_at	ECs1366 /// Z1186 /// Z1625
1766696_s_at	c1494
1766697_at	ECs3783
1766698_at	c3599
1766699_s_at	c4688 /// ECs4700 /// yifB /// yifB
1766700_s_at	diaA /// ECs4030 /// yraO
1766701_s_at	aer /// aer /// aer /// ECs3954
1766703_s_at	ECs3263 /// fryA /// Z3648
1766704_s_at	ECs5498 /// yphC /// yphC
1766705_s_at	fliQ /// fliQ
1766706_s_at	dld /// ECs3020
1766707_at	c3508
1766708_s_at	c2681
1766709_at	c4494
1766710_at	yieG
1766711_s_at	ECs4830 /// rhaA
1766713_at	focH
1766714_s_at	yehE /// yehE
1766715_s_at	ECs1147 /// yccM /// yccM /// yccM
1766716_s_at	nrdG /// nrdG
1766717_s_at	ECs4799 /// yihP
1766718_s_at	ECs1139 /// gfcE /// yccZ
1766719_s_at	ECs0756 /// Z0886
1766720_s_at	c3234 /// ECs3543 /// Z3982
1766721_at	ECs5480
1766722_s_at	ECs4759 /// metE /// metE
1766723_s_at	ECs4612 /// ilvB /// ilvB
1766724_s_at	RecD /// recD
1766725_s_at	ECs2050 /// ydc /// ydcY /// Z2273
1766726_s_at	ECs4407 /// yhjJ /// yhjJ
1766727_at	hisI
1766728_x_at	ECs1122 /// Z2146 /// Z2343
1766729_s_at	ECs1613 /// renD
1766730_at	yagN
1766731_s_at	ECs3033 /// yohJ /// yohJ
1766733_s_at	ECs3738 /// ygeR /// ygeR /// Z4203
1766734_s_at	ECs2312 /// folM /// ydgB
1766735_s_at	c3641
1766736_s_at	ECs5212 /// pmbA /// pmbA
1766738_s_at	livK /// livK
1766739_s_at	ECs1710 /// ychH /// ychH
1766741_at	betA
1766742_s_at	c1454 /// ECs2171
1766743_s_at	csdE /// ECs3671 /// ygdK
1766744_at	c3029
1766745_s_at	ecnB /// ECs5586
1766746_s_at	ECs2352 /// ydhI /// ydhI /// Z2658
1766747_s_at	potC /// potC
1766748_at	c4805
1766750_s_at	cheA /// cheA /// ECs2598
1766751_s_at	c4280 /// c4282 /// ECs4353 /// Z4878
1766752_at	ydaV
1766753_at	ulaA
1766754_s_at	ECs3567 /// norW /// ygbD
1766755_at	ECs4952
1766757_s_at	rlpB /// rlpB
1766758_at	c5447
1766759_s_at	ECs0121 /// yacH /// yacH
1766760_at	ECs1183
1766761_s_at	ECs3798 /// epd /// epd
1766762_s_at	xylE /// xylE
1766763_at	kdpB
1766764_s_at	ECs0123 /// yacL /// yacL
1766765_s_at	nikB /// nikB
1766766_s_at	ECs4200 /// slyD /// slyD
1766767_s_at	ECs2514 /// fadD
1766768_s_at	ECs0001 /// thrL
1766770_s_at	blc /// blc /// ECs5130
1766771_s_at	kil /// kilR
1766772_s_at	c2543 /// ECs2818 /// yeeZ /// Z3178
1766773_at	ECs2760
1766774_s_at	ECs4279 /// yhgN /// yhgN
1766775_at	ECs1593
1766776_s_at	c1158
1766777_s_at	ECs1091 /// ECs2182 /// ECs2737
1766778_at	ldcC
1766779_at	c2454
1766780_s_at	ECs1427 /// mdoH /// mdoH
1766781_s_at	ECs5073 /// Z5691
1766783_s_at	c4786 /// ECs4767 /// tatB /// tatB
1766784_s_at	c2755
1766785_s_at	ECs1525 /// ECs2263
1766786_at	c4509
1766787_s_at	phnM /// phnM
1766788_s_at	c0287 /// c2520
1766789_at	c2729
1766790_at	hisI
1766791_s_at	ECs1706
1766792_at	Z1517
1766793_s_at	ECs4885 /// ppc
1766794_s_at	c1541 /// ECs1179 /// ECs2996 /// ssbW /// Z3363
1766795_at	c0340
1766796_s_at	ECs3153 /// menF /// menF
1766799_s_at	fadE
1766801_at	yfjJ
1766802_s_at	c3770 /// ECs3912 /// Z4381
1766803_at	iroN
1766804_s_at	glpK
1766805_at	ascB
1766806_at	c3561
1766807_at	ECs1392
1766808_s_at	csgA /// ECs1420
1766809_s_at	astD
1766810_s_at	ECs4257 /// gntT /// gntT /// gntT
1766811_s_at	ECs0593 /// sfmC /// sfmC
1766812_at	yhjW
1766813_at	acrF
1766814_s_at	ugpC /// ugpC
1766815_s_at	ECs4287 /// gntR /// gntR /// gntR
1766816_at	c3410
1766817_s_at	ccmA /// ccmA /// ECs3090
1766818_s_at	ECs0404 /// mhpC
1766819_x_at	ECs3489
1766820_at	ECs3006
1766821_s_at	ECs0157 /// fhuB /// fhuB
1766822_at	yhcD
1766823_at	ECs4973
1766824_at	c4513
1766826_s_at	ygjQ /// ygjQ
1766827_at	c4977
1766828_s_at	fdrA /// fdrA
1766829_s_at	ECs0271 /// intH
1766831_at	c1820
1766832_s_at	cutA /// cutA /// ECs5118
1766833_s_at	spoT
1766834_s_at	aspS
1766836_s_at	hemD /// hemD
1766837_s_at	ECs4032 /// yraQ /// yraQ
1766838_at	Z0342
1766840_s_at	ECs4228 /// rpe /// rpe
1766841_s_at	phnC
1766842_at	yfjQ
1766843_s_at	ECs1608 /// icd /// icdA
1766845_at	pspF
1766847_s_at	ECs2326 /// uidR /// uidR /// uidR
1766848_s_at	ntpA /// nudB
1766849_s_at	ECs2844 /// wzy
1766850_s_at	ECs3724 /// Z4188
1766851_s_at	ECs3935 /// Z4405
1766852_at	mchD
1766853_at	c4647
1766854_s_at	c2047 /// ECs2362 /// lhr /// lhr
1766855_at	dxs
1766856_s_at	pta
1766857_s_at	c2521
1766858_s_at	ECs1766 /// Z2046
1766859_at	sdhA
1766860_at	c1218
1766861_at	caiB
1766862_s_at	ECs2656 /// yecS /// yecS /// yecS
1766864_s_at	ECs2149 /// ydfH /// ydfH /// ydfH
1766865_at	c3663
1766866_s_at	c3572
1766867_at	ynbD
1766868_s_at	kgd /// sucA
1766869_s_at	c2835 /// ECs3178 /// yfbU /// Z3555
1766870_s_at	c3554
1766871_s_at	sbcB
1766872_s_at	ECs4095 /// yhcI
1766873_s_at	ECs4109 /// mdh /// mdh
1766874_at	ECs2802
1766875_s_at	c4569 /// c5157
1766876_s_at	ECs3073 /// yejG /// yejG
1766877_s_at	c2254 /// ECs2554 /// exoX /// Z2894
1766879_at	c3636
1766880_s_at	c1628 /// ECs1675 /// ycgM /// Z1942
1766881_s_at	ECs3449 /// yfiP /// yfiP
1766882_s_at	c1683 /// ECs5423
1766883_s_at	ECs1257 /// rutB /// ycdL /// Z1510
1766884_s_at	c4371
1766885_s_at	c1337
1766886_at	Z6011
1766887_s_at	ECs0932 /// rimK
1766888_s_at	ECs1228 /// Z1483
1766889_at	c3274
1766890_s_at	ECs5380 /// Z0701
1766891_s_at	ECs3726 /// Z4190
1766892_s_at	ECs2690 /// rcsA /// rcsA /// rcsA
1766893_s_at	ECs2547 /// yebW /// Z2884
1766894_at	c2403
1766895_s_at	ECs3518 /// Z3954
1766896_at	c2475
1766897_at	c0291
1766898_s_at	creC /// creC /// ECs5357
1766899_s_at	minE /// minE
1766900_s_at	rpsU /// rpsU
1766901_s_at	ECs1480 /// fhuE
1766902_s_at	ECs1351 /// terZ /// terZ_2
1766903_at	c5021
1766904_s_at	c3084
1766905_s_at	ECs1352 /// terA /// terA_2
1766906_at	mtr
1766907_s_at	ECs4828 /// rhaM /// yiiL
1766908_s_at	gcvR /// gcvR
1766910_at	yfbK
1766911_s_at	ECs2415 /// nlpC /// nlpC /// nlpC
1766912_at	ECs3499
1766913_s_at	ECs2383 /// pykF /// pykF
1766915_s_at	mscL /// mscL
1766916_s_at	ECs2778 /// shiA
1766917_s_at	atoS /// atoS
1766918_s_at	ECs2432 /// yniB /// yniB /// Z2755
1766919_at	fdoG
1766920_s_at	glpX
1766921_at	ytfQ
1766922_s_at	ECs2859 /// wcaF /// wcaF
1766923_s_at	insE
1766924_s_at	ECs3050 /// yeiH /// yeiH
1766925_s_at	ECs0959 /// hcp /// ybjW
1766926_s_at	c4960 /// zraP
1766927_s_at	ECs1689 /// Z1957
1766928_at	c4546
1766930_s_at	ECs0241 /// ECs0602 /// ECs0731 /// yafF /// ybfL /// ydcC /// yhhI /// Z0271 /// Z0700 /// Z0857
1766931_at	Z3388
1766932_s_at	yjiJ /// yjiJ
1766933_s_at	dmsB /// dmsB /// ECs0980
1766934_at	recG
1766935_s_at	basR /// basR /// ECs5095
1766936_s_at	ECs2181 /// Z2366
1766937_s_at	c2203
1766938_s_at	c1489
1766939_at	c3397
1766940_at	c1884
1766942_s_at	eae /// ECs4559
1766943_s_at	c0018
1766944_at	ygaF
1766945_at	c4813
1766946_s_at	Z1916 /// Z6029
1766947_s_at	c1468 /// ECs1808 /// Z6027
1766948_s_at	c2317
1766949_s_at	hslV /// hslV
1766950_at	yagK
1766951_at	Z1550
1766952_s_at	ECs3820 /// sprT
1766953_s_at	ECs1073 /// Z1337
1766954_at	ynjC
1766955_s_at	argE /// ECs4886
1766956_at	betB
1766957_at	ydaW
1766958_s_at	thiH /// thiH
1766959_at	c4209
1766960_s_at	ECs0218 /// Z0250
1766962_s_at	ybjD /// ybjD
1766963_s_at	ECs0949 /// Z1097
1766964_s_at	pntA /// pntA
1766966_s_at	ECs1924 /// ydaL /// ydaL
1766967_s_at	ECs2139 /// marB
1766968_s_at	ECs5230 /// yjgL
1766969_s_at	ymgD /// ymgD
1766970_s_at	ECs4798 /// yihO /// yihO
1766971_s_at	rihA
1766972_s_at	ECs0366 /// yahC /// Z0406
1766973_s_at	ECs1671 /// ycgJ /// ycgJ
1766974_s_at	ECs1708 /// ychF /// ychF
1766975_at	c0253
1766976_s_at	ECs4415 /// yhjR /// yhjR
1766978_s_at	ECs2214 /// Z2086
1766979_at	valS
1766980_s_at	fliI
1766981_at	c3204
1766982_s_at	ECs2706 /// yedV /// yedV
1766984_s_at	ECs5259 /// Z5897
1766985_at	ECs1775
1766986_s_at	bioF /// ECs0854
1766988_at	ybgD
1766989_at	c0394
1766990_s_at	ECs2486 /// yeaC /// yeaC /// Z2816
1766991_s_at	c2300 /// ECs2595 /// tap
1766992_at	c1526
1766993_s_at	fre /// fre
1766995_s_at	ECs3082 /// narP /// narP
1766996_s_at	c2142
1766997_s_at	ECs4660 /// phoU /// phoU
1766998_at	c1892
1766999_at	c2399
1767000_s_at	glcD /// glcD
1767002_s_at	ECs0790 /// ybhT /// ybhT /// Z0932
1767003_s_at	ECs1475 /// yceG /// yceG
1767004_s_at	gltP
1767005_at	c3198
1767008_at	c0329
1767009_s_at	ureB
1767010_s_at	c2149
1767011_s_at	ECs3593 /// Z4047
1767013_s_at	ascG /// ascG /// ECs3570
1767014_at	c1208
1767015_at	yfjV
1767016_at	c4854
1767017_s_at	ECs3608 /// ygbF
1767019_s_at	ECs2612 /// yecR /// yecR /// Z2959
1767020_s_at	ECs4755 /// pldB /// pldB
1767021_s_at	ECs0927 /// ybjL /// ybjL /// Z1074
1767022_at	c5423
1767023_s_at	c5416 /// ECs5296
1767024_s_at	ECs4930 /// yjaB /// yjaB
1767025_s_at	frwB /// frwB
1767026_at	c0970
1767027_s_at	ECs3508 /// Z3940
1767028_s_at	ECs5127 /// yjeK /// yjeK
1767029_s_at	ECs3179 /// yfbV /// yfbV /// Z3556
1767030_at	yehX
1767031_at	yjhI
1767032_at	mukB
1767033_s_at	ECs1031 /// ycbX /// ycbX /// Z1297
1767034_s_at	xylF /// xylF
1767035_at	c0078
1767036_at	paaX
1767037_at	trkG
1767038_s_at	folA
1767039_at	yjiV
1767040_s_at	sdhD /// sdhD
1767041_s_at	ECs0868 /// ybhP /// ybhP
1767042_s_at	c2911 /// ECs3255 /// yfdX /// Z3640
1767044_s_at	ECs4697 /// yieP /// yieP /// yieP
1767045_at	tdcD
1767046_at	ECs4943
1767047_at	yghQ
1767048_at	ybjD
1767049_s_at	ECs1084 /// Z1786
1767051_s_at	ECs3756 /// guaD /// ygfP
1767052_at	ECs1098
1767053_at	rfc
1767054_s_at	ECs2644 /// Z2990
1767055_x_at	rdlB
1767056_s_at	ECs5207 /// ytfT /// ytfT /// ytfT
1767058_at	c0368
1767059_s_at	ECs1249 /// ECs1514 /// Z1778
1767062_s_at	ECs3423 /// purL /// purL
1767063_at	c0301
1767064_s_at	ECs2128 /// uxaB /// uxaB
1767065_at	c3154
1767066_at	ECs5296
1767067_at	c4895
1767068_s_at	ECs3127 /// glpB /// glpB
1767069_s_at	c1272 /// c3654 /// ECs1395 /// Z1210 /// Z1650
1767070_s_at	ygbM /// ygbM
1767071_s_at	ECs1755 /// yciC /// yciC
1767072_s_at	ECs3016 /// yehX /// yehX /// yehX
1767073_at	ECs1342
1767074_s_at	ECs2654 /// sdiA /// sdiA
1767075_s_at	ECs1267 /// pgaD /// ycdP
1767076_s_at	ECs3108 /// yfaP /// yfaP /// Z3478
1767077_s_at	ECs3565 /// norR /// ygaA
1767078_at	Z5852
1767079_at	c2558
1767080_at	c0977
1767081_s_at	ECs2024 /// ydcA /// ydcA
1767084_at	c5193
1767085_s_at	c1460 /// ECs1114 /// Z2140 /// Z2355
1767086_at	cysI
1767087_s_at	cbpA /// cbpA /// ECs1155
1767088_s_at	c3829
1767090_s_at	ECs2368 /// ydhB /// ydhB
1767091_s_at	ECs3023 /// yohD /// yohD
1767092_s_at	yddM
1767093_s_at	c1324
1767094_s_at	ECs2625 /// Z2973
1767095_at	ECs4988
1767097_s_at	ECs1763 /// Z2041
1767098_s_at	ECs5273 /// fimA
1767099_s_at	ECs4439 /// yiaF /// yiaF
1767100_at	c1690
1767101_s_at	ECs3873 /// gsp /// gsp
1767102_at	focF
1767103_at	c3398
1767104_s_at	ECs3233 /// Z3615
1767105_at	sgcX
1767107_s_at	c1040
1767108_s_at	djlA /// djlA
1767109_s_at	ECs2327 /// hdhA /// hdhA
1767110_s_at	ECs1019 /// ycbO
1767111_at	c2442
1767112_at	ycjQ
1767113_at	c1565
1767114_s_at	ECs2618 /// Z2967
1767115_at	c5060
1767116_s_at	yaiW /// yaiW
1767118_x_at	c4575
1767119_s_at	ECs3838 /// yggX /// yggX
1767121_s_at	ECs0534 /// ybaK /// ybaK
1767122_s_at	tig /// tig
1767123_at	c2415
1767124_s_at	ECs3881 /// hybA /// hybA
1767125_at	c0309
1767126_at	c4208
1767127_s_at	ECs0213 /// Z0245
1767130_s_at	ECs4542 /// Z5094
1767131_at	ECs1200
1767132_s_at	ECs1707 /// ycgV /// Z1972
1767133_s_at	arrD /// ybcS
1767134_s_at	ECs3587 /// fhlA /// fhlA
1767135_at	ygiK
1767136_at	yebT
1767137_s_at	ECs5433 /// ydaE
1767138_s_at	ECs4619 /// yidJ /// yidJ /// yidJ
1767140_at	dsdC
1767141_s_at	c3404
1767142_s_at	ECs5319 /// mdoB
1767143_s_at	ECs4775 /// pepQ /// pepQ
1767144_s_at	c3498 /// ECs3787 /// sbm /// scpA
1767145_at	c3402
1767146_at	aldB
1767147_at	mcrC
1767148_at	cyaA
1767150_s_at	ECs1795 /// ECs1974 /// ECs2248 /// Z1362 /// Z1806 /// Z6042
1767151_at	araA
1767152_at	c4858
1767153_at	c3718
1767154_s_at	dppD /// dppD
1767155_at	c0497
1767156_at	c4214
1767157_s_at	Z1154 /// Z1593
1767158_s_at	ECs5154 /// nsrR /// yjeB
1767159_s_at	ECs2375 /// ydhS /// ydhS /// Z2695
1767160_s_at	ECs1805 /// Z1914
1767161_s_at	ECs2273 /// renP
1767162_s_at	c3870 /// ECs3992 /// tdcG /// Z4464
1767163_s_at	ECs0347 /// Z0387
1767164_s_at	aroH /// aroH /// ECs2411
1767165_at	yehB
1767166_at	ydfX
1767168_s_at	ECs3175 /// yfbR /// yfbR /// Z3552
1767169_s_at	ampH /// ECs0426 /// yaiH
1767170_s_at	ECs2520 /// yoaH /// yoaH /// Z2854
1767171_s_at	motB /// motB
1767173_s_at	c2347 /// nmpC /// nmpC
1767174_at	flhE
1767175_at	ECs4950
1767176_s_at	ECs4939 /// pepE /// pepE
1767177_s_at	c5447 /// ECs5328
1767178_s_at	idnT /// idnT
1767179_s_at	ECs0265 /// gpt /// gpt
1767180_s_at	ECs0733 /// phrB
1767181_s_at	c1538 /// ECs1176
1767182_s_at	ECs4570 /// Z5121
1767183_s_at	ECs3883 /// yghW /// yghW /// Z4352
1767184_s_at	ECs2318 /// fumA /// fumA /// fumA
1767185_s_at	ECs4748 /// Z5339
1767186_s_at	ECs4098 /// nanA
1767187_s_at	c3168 /// ECs1635 /// ECs2174 /// Z1888
1767188_s_at	c0410 /// ECs0332 /// Z0370
1767189_s_at	ECs5161 /// yjfM /// yjfM
1767190_s_at	ECs3832 /// yggM /// yggM /// yggM
1767191_at	c4767
1767192_s_at	ECs3657 /// sdaB /// sdaB /// sdaB
1767193_s_at	ECs4607 /// Z5160
1767194_s_at	caiT /// caiT /// ECs0043
1767196_at	fecB
1767197_s_at	ECs1916 /// ogt
1767199_at	micC
1767200_at	c0360
1767201_at	yegD
1767202_at	c3662
1767204_at	moeB
1767205_s_at	ECs4484 /// yibK /// yibK
1767206_at	iroD
1767207_s_at	c1041 /// ECs0986 /// pflB /// pflB
1767208_s_at	ECs0028 /// ribF /// ribF
1767209_s_at	ECs2563 /// yebK /// yebK
1767210_s_at	ECs5173 /// sgaU /// ulaE
1767211_at	c3694
1767212_s_at	ECs0938 /// ybjO /// ybjO
1767213_s_at	c1125 /// gnsA
1767214_s_at	Z0958 /// Z3929
1767215_at	c0763
1767217_s_at	yddM /// yddM
1767218_s_at	dbpA /// dbpA /// ECs1927
1767219_s_at	ECs5144 /// yjeE /// yjeE
1767220_at	rfaJ
1767221_s_at	amn /// ECs2779
1767222_at	c4720
1767223_s_at	ECs4927 /// hydG /// zraR
1767224_s_at	ECs1751 /// yciI /// yciI
1767225_s_at	ECs3822 /// rsmE /// yggJ
1767226_s_at	ECs5575 /// thiS /// thiS
1767227_s_at	c1540 /// ECs1177 /// ECs1178 /// ECs2997 /// ECs2998 /// kilW /// Z3364
1767228_s_at	ECs0820 /// Z0961
1767229_at	cld
1767230_s_at	ECs3474 /// ypjD /// ypjD /// Z3905
1767231_s_at	ECs4289 /// yhhX /// yhhX
1767232_at	yjgX
1767233_at	trpB
1767234_at	entD
1767235_at	c1428
1767236_s_at	c3178
1767237_s_at	ECs0718 /// seqA /// seqA
1767238_s_at	adhE /// adhE /// ECs1741
1767239_at	ECs4940
1767240_s_at	ECs0022 /// Z0022
1767241_at	c0271
1767243_s_at	ECs3696 /// lysR /// lysR
1767244_s_at	cof /// cof /// cof /// ECs0500
1767245_at	ECs1365
1767246_s_at	c1813
1767247_at	ydfE
1767248_s_at	ECs3891 /// Z4360
1767250_s_at	folP /// folP
1767251_at	yajO
1767252_s_at	ECs4067 /// nlp /// sfsB
1767253_at	ECs2758
1767254_s_at	adiA /// ECs5099
1767255_s_at	ECs0743 /// ybgQ
1767256_s_at	c2441 /// ECs2777 /// yeeL /// Z3137
1767258_at	ECs1664
1767260_at	c2436
1767261_s_at	ECs1268 /// pgaC /// ycdQ
1767262_s_at	ECs2152 /// ydfJ /// ydfJ /// ydfJ
1767263_s_at	eno /// eno
1767264_s_at	c0161
1767267_s_at	ECs0205 /// yafD /// yafD
1767268_x_at	c2220
1767269_s_at	c3661
1767270_at	ydbA
1767271_s_at	ECs3603 /// ygbE /// ygbE
1767272_at	c0264
1767276_s_at	c1513 /// ECs1606 /// nudJ /// Z1863
1767277_at	yegN
1767278_s_at	purT
1767279_x_at	ECs0812 /// ECs3503 /// Z0953 /// Z3934
1767280_at	kgtP
1767281_s_at	ECs0241 /// ECs0602 /// ECs0731 /// ybfL /// ydcC /// yhhI /// Z0271 /// Z0700 /// Z0857 /// Z2253
1767282_s_at	ECs2825 /// hisA /// hisA
1767284_at	c0756
1767285_s_at	ECs2811 /// sbmC
1767286_s_at	ECs4811 /// yiiD /// yiiD /// yiiD
1767287_s_at	c3363
1767288_at	c3392
1767289_s_at	ECs0063 /// hepA /// hepA /// Z0067
1767290_at	c0304
1767291_s_at	rpsJ /// rpsJ
1767293_at	yfjO
1767294_at	iroE
1767295_at	ECs4982
1767296_s_at	ECs2277 /// Z6071
1767298_s_at	garR
1767299_s_at	ECs3688 /// mutH /// mutH
1767301_at	c1959
1767303_s_at	ECs2541 /// proQ /// proQ
1767304_at	ybdK
1767307_at	Z4968m
1767308_s_at	ECs3735 /// Z4199
1767309_s_at	artM /// artM
1767310_s_at	crp /// crp /// ECs4208
1767311_s_at	lnt
1767312_s_at	ECs0797 /// ybhH /// ybhH
1767313_s_at	ECs0801
1767314_s_at	c4243
1767315_at	ygfA
1767316_at	yciQ
1767317_s_at	c1592
1767318_s_at	exbB /// exbB
1767319_s_at	acrB /// acrB /// acrB /// ECs0515
1767321_s_at	rplX /// rplX
1767322_s_at	ECs0206 /// yafE /// yafE /// Z0233
1767323_s_at	ECs4883 /// yijO /// yijO /// yijO
1767324_s_at	atpB /// atpB /// ECs4680
1767325_s_at	ECs2766 /// Z3126
1767326_s_at	ECs1232 /// Z1486
1767327_s_at	c4275
1767328_at	yehB
1767330_s_at	ECs4306 /// yhhK /// yhhK
1767331_s_at	ECs4912 /// htrC /// yjaZ
1767332_s_at	ribD
1767333_x_at	c1464 /// ECs1986 /// Z1377 /// Z2351 /// Z3314
1767335_s_at	ureC
1767336_at	c0414
1767337_s_at	c4276 /// ECs4349 /// Z4874
1767338_at	prpB
1767339_s_at	ECs4362 /// Z4888
1767341_at	yjdA
1767342_at	c0261
1767343_s_at	ECs3064 /// yeiQ /// yeiQ /// yeiQ
1767344_s_at	ECs2931 /// yehQ
1767345_s_at	c1421
1767346_at	yfcR
1767347_s_at	cpxA /// cpxA
1767348_at	ybfF
1767349_s_at	ECs1220 /// Z1476
1767350_at	c4830
1767351_at	priA
1767352_s_at	ECs3690 /// ygdR /// ygdR /// Z4151
1767353_s_at	c1459 /// ECs1113 /// ECs2727 /// Z2139 /// Z2356
1767356_s_at	chaC /// chaC /// chaC /// ECs1723
1767357_s_at	nikE /// nikE
1767358_s_at	ECs3075 /// rsuA /// rsuA
1767359_s_at	ECs2476 /// ydjE
1767360_s_at	ECs1211 /// Z1467
1767361_at	c1260
1767363_s_at	cydC /// cydC /// ECs0971
